gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
FBgn0000078,29.015220340514258,-1.1452106801125386,0.37568873792214424,-3.048296540499082,0.0023014269830612943,0.0226128884541787
FBgn0000079,159.51490741566218,-1.2675976721041473,0.18407572164212882,-6.886283866204527,5.726866068293489e-12,3.574553238022612e-10
FBgn0000083,5442.3568351458425,-0.05917450324301262,0.09841643042829751,-0.6012665058617923,0.5476624945215138,0.8268722683738969
FBgn0000084,1695.8415567217085,-0.23087120121183496,0.0982401456752743,-2.350069817434545,0.01876989001570275,0.11598829471241956
FBgn0000092,12.612312405838406,0.7175187854133559,0.5384351396871156,1.3326002196481932,0.18266303305983556,0.5024056008574789
FBgn0000094,21.088879090153455,0.4537731198505446,0.46323414219202713,0.9795761549511163,0.3272953800675625,0.6679874658824211
FBgn0000097,3047.6236082931996,0.009718214473723761,0.11293929197153732,0.0860481264232905,0.9314281597148322,0.9754976008081467
FBgn0000099,1.6717622548441797,-0.43197049972807733,1.5222521822664155,-0.28377065558542025,0.7765861439197522,NA
FBgn0000100,25405.591373056843,-0.21197648533204405,0.08836231317410735,-2.398946764944573,0.016442304921060316,0.10520165007014698
FBgn0000108,50.07140517792854,0.16376254179973407,0.3387559626192771,0.48342334857669916,0.6287951731022621,0.8642945059941739
FBgn0000109,132.51923606283958,-0.18495235124230214,0.2336341291205166,-0.7916324209075519,0.42857503706009925,0.7433131026888111
FBgn0000114,3.6907699858626173,-0.011729706686837503,1.1076643776136972,-0.010589585549467123,0.991550891097965,NA
FBgn0000115,572.4433154384203,0.056635758347798784,0.12102458869785546,0.46796902147871017,0.639806743262247,0.8693043044034583
FBgn0000116,658.3560656682253,1.1940444643269026,0.14410025235572585,8.286206615233988,1.1691760400807927e-16,1.2679714154676197e-14
FBgn0000117,10812.077019376955,0.11377623865453533,0.08641615556745547,1.3166084270634197,0.1879699126153262,0.5098951017416748
FBgn0000119,643.4598760640725,-0.11809646948837478,0.11785437911904136,-1.0020541482730048,0.3163174413719712,0.6593670423520073
FBgn0000121,9.079491514263383,0.17810806231356,0.6436392906585575,0.276720307318908,0.7819948775663792,0.9243361298376833
FBgn0000139,647.1524813992147,-0.3965257192367294,0.11545326627828088,-3.434512786160334,5.936200662457589e-4,0.00733438069556297
FBgn0000140,945.9346279784908,0.1165353983504488,0.11875493044339842,0.9813099794285383,0.32643990301750087,0.6666114853428641
FBgn0000142,1905.7995185684208,-0.10964156927183868,0.10354860138941056,-1.0588416241327545,0.2896719135480906,0.6332057248534224
FBgn0000146,1576.2036395236416,0.5024346259992472,0.0983769032369645,5.107241735278169,3.2689543950839925e-7,9.58157038234754e-6
FBgn0000147,415.4194416206388,0.41481499979902486,0.13825281423480212,3.0004090845812543,0.0026961722857598144,0.025705484342035328
FBgn0000150,8947.480380396955,0.22583131278363977,0.10118319615931816,2.2319053099296915,0.025621221876842345,0.14295158906976477
FBgn0000152,510.912031502052,0.10873243631977868,0.1322283595355069,0.8223079882540709,0.41090163145251685,0.7308234939681354
FBgn0000153,24.802298211168832,-0.2732824124431331,0.40304342909890756,-0.6780470607202708,0.4977418550181805,0.7958732646770612
FBgn0000158,6.04223859307173,0.24570126489365737,0.7701494629611424,0.3190306254956827,0.7497032894812625,0.9135188479259203
FBgn0000163,896.0749455544957,-0.15796188263082114,0.12265240931680323,-1.287882427346501,0.19778689340904182,0.5248191649221412
FBgn0000166,8.046036168237752,-0.1777782054881457,0.7051930592136425,-0.25209863194964705,0.8009648273692335,0.9310250324565206
FBgn0000171,6836.625596451072,-0.0867099700873854,0.1035718625510049,-0.837196203212859,0.4024822913065471,0.7233830464211687
FBgn0000173,1545.6667319305186,0.16200691196272107,0.11267752169809252,1.4377926450743337,0.15049289683733574,0.45194751573579955
FBgn0000180,27.40617044045974,0.3127338286049136,0.38877371072949274,0.804410946455463,0.42115968137234067,0.7377309500477343
FBgn0000181,13450.978341841228,-0.16712930035866105,0.0972071845290707,-1.7193101638354673,0.08555791024343587,0.32106419951213216
FBgn0000182,3.817813394232177,-0.39692022457460396,0.9662702233026574,-0.4107755936201293,0.6812370910180479,NA
FBgn0000183,2642.4790747292773,-0.006146522156703297,0.08901110028409857,-0.06905343420186151,0.9449470866249465,0.98055629516291
FBgn0000210,1573.118350377873,-0.015108990789864104,0.12087371249980118,-0.12499815284393583,0.9005250126879107,0.9665588261176052
FBgn0000212,3287.2537654554894,0.07977103290785709,0.09769906507894721,0.8164974029525962,0.4142157082834444,0.7328171870039077
FBgn0000221,208.60985630844223,-0.2891626094448325,0.1568420876817697,-1.8436544279590261,0.0652335184728615,0.26601249447281866
FBgn0000228,781.122049078821,-0.1278425620095183,0.11826535783133135,-1.080980638403393,0.2797057262671258,0.623676916240962
FBgn0000229,907.4162818577238,-0.06242929404515379,0.11696202529994472,-0.5337569513272039,0.5935097010220498,0.8515041556621492
FBgn0000233,5.156657001102195,-0.73854364942035,0.8848331405565979,-0.8346699683465455,0.4039035551472724,0.7244611999493022
FBgn0000239,2481.3384742422095,-0.02254708757709036,0.09561494937766807,-0.23581132159608173,0.8135790825170477,0.9353722341484363
FBgn0000241,8.279711878625687,-0.011872508913147888,0.7375459188840681,-0.01609731490496401,0.9871567556338489,0.995764679906903
FBgn0000242,160.65943893441386,0.13723289592583246,0.1720803451341245,0.7974931466976608,0.42516468147876596,0.7401141204875147
FBgn0000244,510.1555735696706,-0.3987638872035466,0.1320236015438038,-3.020398493456048,0.0025244230908224898,0.02438963779061907
FBgn0000246,176.39295712237814,0.28801307656778724,0.1823740867479569,1.5792434205075672,0.11428023402705559,0.38070076978045164
FBgn0000247,2662.6342668361676,-0.19869260462456606,0.09890134351207994,-2.0089980334827047,0.04453734228781412,0.20674477350940357
FBgn0000250,2251.188856057594,-0.11668859105960143,0.10113294733778716,-1.1538138077777753,0.24857651202772496,0.5910877735332737
FBgn0000251,1.9748452595892863,0.3282773026167231,1.3065356624253734,0.25125782024757676,0.8016147838397851,NA
FBgn0000253,10291.554247526143,0.14510291630154123,0.08254457276379439,1.7578734911713798,0.07876903722381358,0.3040636924647683
FBgn0000256,2184.2800136758137,-0.47135073052917875,0.1149972682393678,-4.098799369286391,4.1529882769374515e-5,7.490920226758696e-4
FBgn0000257,753.2430361394767,0.0033339469321727526,0.10566356966108527,0.031552473031777654,0.9748289455251787,0.9909360196819069
FBgn0000258,1079.4693098833725,0.1601370836589406,0.11983832740713571,1.33627602390423,0.18145907021051466,0.5006641868470272
FBgn0000259,2030.0701815515404,0.020068120097099407,0.11242525331667427,0.17850188907800324,0.8583288377516941,0.9520674769944438
FBgn0000261,1903.0737170288924,-0.2026285263550144,0.09837039509459237,-2.0598527245943057,0.03941262235824081,0.19221130499162298
FBgn0000273,2102.090303630564,-0.1221063818677486,0.133367735412742,-0.915561634827628,0.35989686141438076,0.6953968738596418
FBgn0000276,69.48985641258162,0.3992244637615366,0.30199310635969673,1.3219654864771315,0.1861796439456681,0.5074755233655722
FBgn0000277,31.978673438159074,-0.3221383548689372,0.4487587204375307,-0.7178431085525399,0.4728540297325904,0.7793468012841859
FBgn0000278,44.69983110631051,-0.6259787375137987,0.3092743085203355,-2.024024370173765,0.04296764432269437,0.2020527274491579
FBgn0000279,98.30594392774715,0.5364858273357024,0.21686800692168096,2.473789633384915,0.013368839086159502,0.08995306272907111
FBgn0000283,3526.0471395816044,-0.09585629379065908,0.10370857054168259,-0.9242851703575692,0.3553378617255646,0.6932044269282174
FBgn0000286,484.84261749575074,-0.5446100278756832,0.13006467833965016,-4.187224654902015,2.823862816780796e-5,5.291540777190105e-4
FBgn0000289,3448.565550462365,-0.19761757538805028,0.09656059378241101,-2.0465654533293405,0.040700769742860715,0.19595997685297423
FBgn0000299,50844.8223840998,0.5934110953286422,0.10009933130628083,5.928222372564521,3.062316169781643e-9,1.1808291150678015e-7
FBgn0000303,2.6917324519474914,0.780639785825232,1.1806230932433706,0.66120999181939,0.5084776543425371,NA
FBgn0000307,1642.695072188755,-0.01830508293766712,0.12581870208625778,-0.14548777434627858,0.8843257677091522,0.9615508996800765
FBgn0000308,16756.678283485275,0.09045039906575529,0.10527592008253533,0.8591746241195805,0.390244181273689,0.7152952521122022
FBgn0000313,58.388910463801736,0.021310475109698628,0.2591563339441486,0.08223019204420177,0.9344636649588375,0.976279741767214
FBgn0000316,1.9066191972431805,0.1427485634800927,1.5099616575640111,0.09453787304134988,0.9246818988131524,NA
FBgn0000317,1436.5855221786883,-0.04019290841133779,0.10778975431100753,-0.3728824568554868,0.7092359293248184,0.8985068195376619
FBgn0000318,906.6921902967717,0.22950558536093782,0.12735585148156708,1.8020811976130946,0.07153263146663301,0.28591117682264505
FBgn0000319,14032.16219862833,0.012521821405150924,0.10888026698121388,0.11500542524672014,0.9084408218543606,0.9695870966996839
FBgn0000326,269.350133942381,0.1718046385017334,0.14750724657033484,1.1647199883146961,0.24413235533062172,0.5864042953622575
FBgn0000330,227.21823318863557,-0.1885337499797404,0.1704648274042023,-1.1059979518982734,0.26872740585607163,0.6138143868180557
FBgn0000337,25.328423314566177,-0.019395681813027643,0.3925174803510184,-0.0494135491639317,0.9605897306813607,0.9866273102480232
FBgn0000338,1832.7947418681147,0.16942572278478626,0.14089265838476128,1.2025163321292762,0.2291635422563906,0.5658004816779866
FBgn0000339,565.9079477838807,0.05533464146469758,0.13049459878689493,0.42403779144194453,0.6715382524661166,0.8839786776011264
FBgn0000346,94.00529430271793,0.6604102444967077,0.2260948576763213,2.9209432327830953,0.0034897340755636274,0.0318035008819223
FBgn0000351,34.31587814428654,0.359410313044832,0.34188882632533263,1.0512490768061147,0.29314420842975525,0.6356708703665475
FBgn0000352,837.3772334543434,0.036448272272494656,0.11049424106024763,0.3298658095006148,0.7415013588863453,0.9092634925336998
FBgn0000357,3.4118193072338845,0.3687903437327341,1.00955857584629,0.3652986092694875,0.7148885164269643,NA
FBgn0000363,3.198150149204747,-0.03808111270358208,1.0697095742677187,-0.03559948758021626,0.9716017169159008,NA
FBgn0000370,11182.577376094085,-0.06441616966607076,0.08903009176961493,-0.7235325538331675,0.46935276142207927,0.77633281208960625
FBgn0000376,1250.158145387915,0.04304310750666836,0.1016754530881843,0.423338241427226,0.6720484970337789,0.8842421535130521
FBgn0000377,892.7314723955208,0.0566466043703164,0.10359113990014603,0.5468286614561768,0.5844964501765331,0.8481503933319285
FBgn0000382,733.1273174548796,-0.1360671661750116,0.13247256848469585,-1.0271346568684596,0.30435706148490244,0.6489108850566712
FBgn0000384,598.7345268391791,0.04886240823495895,0.14636835387494654,0.3338317808554831,0.7385065001614963,0.909151461397331
FBgn0000392,1080.1570132218014,0.45499439725449,0.10829091976123797,4.201593247685687,2.650430331692578e-5,4.998942077774958e-4
FBgn0000394,621.7446265984372,-0.21749232773125887,0.11700850974400916,-1.8587735901182563,0.06305923740633876,0.2602768523964772
FBgn0000395,496.84416149517244,-0.38301484855671886,0.17920654676068215,-2.1372815640949128,0.03257509742448575,0.16883007482367882
FBgn0000404,2429.291607570636,0.08183762160897008,0.09469632415781738,0.8642111754262239,0.387471894217033,0.7132837161525521
FBgn0000405,2318.0065656871693,0.5492794240314725,0.10777315150396366,5.096625795630289,3.4576083417683263e-7,1.0066513413819462e-5
FBgn0000406,265.4995155029903,-2.0756108534025506,0.2226852312991483,-9.320828513383722,1.154353332799129e-20,1.889654625540612e-18
FBgn0000409,4201.345831011343,-0.12041594386925178,0.1040821984736235,-1.1569312104775302,0.24730046613209866,0.5901421306802193
FBgn0000412,2798.9625192247654,0.23453411341792832,0.10607435234373966,2.211035073378604,0.027033408369687425,0.14853822103572392
FBgn0000413,2709.2746223307954,-0.054668132778175664,0.10431735013299742,-0.5240559955604467,0.6002395937730771,0.8551974826967633
FBgn0000414,2340.3676043941637,-0.23998810928155953,0.10100079994119399,-2.3761010746577114,0.017496669315315256,0.11024045241806475
FBgn0000416,38596.182551101505,-0.3778141604424062,0.08039924348532283,-4.699225316857334,2.6115020879639603e-6,6.624968454729626e-5
FBgn0000422,6.7421242496775635,0.4426042460567431,0.7389464211413126,0.5989666278823503,0.54919513895066,0.8280434448005259
FBgn0000426,698.1272895936487,0.2288958717814518,0.13092471872160677,1.7483014209728194,0.08041184732527681,0.30801465227112657
FBgn0000442,3.5894072167485174,0.29103701146658295,1.0186056711852547,0.28572098084622954,0.7750918339071086,NA
FBgn0000447,619.7240627249955,0.5328278980770819,0.11969259511175077,4.451636273569038,8.521842484890138e-6,1.890933641915776e-4
FBgn0000448,7.619267818681117,0.29733455039170337,0.6770220884197623,0.43917998463788993,0.6605311267447578,0.8789521557726256
FBgn0000454,2698.9417862315045,-0.0634884225504102,0.10353780740700586,-0.6131907188341162,0.5397502408925143,0.8232257331461269
FBgn0000455,535.5605665124864,-0.21124872683148635,0.12280550086803604,-1.7201894486672007,0.085398010358824,0.32074161812690777
FBgn0000459,4.721059369347321,0.45587546156500697,0.8946480930345988,0.5095584119770508,0.6103608660203653,0.8569793655419466
FBgn0000464,1545.311623775868,-0.08292405491789431,0.11078151325680947,-0.7485369397840137,0.45413635245776546,0.7641751345856426
FBgn0000472,2633.2890184820926,-0.12398169790301954,0.2931038282918518,-0.4229958326561585,0.6722983015640451,0.8844367042258765
FBgn0000473,16.16107575292737,-0.0025179059983770112,0.515020831177604,-0.004888940108732642,0.9960992057078507,0.9986314662261743
FBgn0000479,881.6906658624594,-0.2533650315202797,0.11100303052419844,-2.282505534522741,0.02245951110356399,0.1313064139720493
FBgn0000482,1016.6739530747052,-0.09142823811399568,0.1075887358254108,-0.8497937763890125,0.39543975038805695,0.7171478416318524
FBgn0000489,111.79517590491822,0.08901050041897461,0.19839857289728627,0.44864486230481404,0.6536878656231078,0.8752467405147527
FBgn0000490,200.70200998750613,0.8412529797371391,0.19181476910870882,4.385757069938491,1.1558306203159035e-5,2.4578398190835244e-4
FBgn0000497,2.2479578605034733,-2.9860902446361255,1.5859053420252425,-1.8828931119071775,0.059714854896056435,NA
FBgn0000499,965.2484170428689,-0.013625106136310494,0.11036607288069465,-0.12345375513215177,0.9017477921431309,0.9668078617150542
FBgn0000500,4.590369346063024,0.5536205836840837,0.9018067341306618,0.6139015852634676,0.5392803625840794,0.8232257331461269
FBgn0000504,7.05276166453517,1.1664238323213798,0.8445472443561398,1.3811232469423662,0.16724106892242802,0.47970936245986495
FBgn0000520,600.0783300769809,0.004462493984997545,0.11891414637950881,0.037527023662564996,0.9700647935512496,0.9896598244041326
FBgn0000524,891.3834024926352,0.3060533090774334,0.11073441863032264,2.7638498748899933,0.005712381441525813,0.046711235991213906
FBgn0000527,136.81355127398396,-0.6254884288736546,0.19538559100088124,-3.201302745353589,0.0013680770876182294,0.014708100139003416
FBgn0000533,6.694367901816824,0.3147995010479876,0.7750722311879574,0.40615505030478605,0.6846286790085698,0.8901107797675057
FBgn0000535,177.56387239838162,-0.7453491825883533,0.20540025542337706,-3.628764633481188,2.8478072983530183e-4,0.003965903069102855
FBgn0000536,871.5090370056303,0.10045706540099665,0.10936584192313199,0.9185415083404479,0.3583354383123614,0.6953968738596418
FBgn0000541,4907.1159928981,-0.06001647853588167,0.12087605695447745,-0.4965125439067241,0.6195328394217149,0.8605165214991211
FBgn0000542,161.2430701537438,-0.005697507971737353,0.1918088980884398,-0.02970408582979466,0.976303053340091,0.9913326610040036
FBgn0000543,727.2101416095124,0.10329672571611595,0.12052123456421596,0.8570832027204097,0.3913989036097583,0.7152952521122022
FBgn0000546,937.4573925407777,-0.12637482190627727,0.1272331347751673,-0.9932540146054978,0.320586181407194,0.6622394547354322
FBgn0000547,341.7974661479415,0.4974552116345531,0.16985020557321465,2.9287878101514746,0.0034028663426990827,0.031044446255791
FBgn0000551,1.618549787328014,-0.6164754384596285,1.6250379337428444,-0.3793606448556808,0.7044200710612113,NA
FBgn0000556,196232.68051585334,-0.22752066330185913,0.09253500969029303,-2.458752250238605,0.013942079352999728,0.09266301680549992
FBgn0000557,43.730832133014296,0.3206089999775462,0.30381713308347075,1.0552696509365787,0.29130201712749093,0.6340532615650054
FBgn0000559,107454.25604582761,-0.01680414544964601,0.0890208395768401,-0.18876642289068934,0.8502758893297875,0.9488094682733423
FBgn0000562,1459.1849432054544,-0.14378940549280197,0.10689165948606731,-1.3451882605634358,0.17856444631842203,0.49543496522501745
FBgn0000565,602.0513236826831,0.6679578724188772,0.135223141859521,4.939671296151344,7.825437319258287e-7,2.169121219868527e-5
FBgn0000566,798.2744659965684,0.14968038815193438,0.12976530055202926,1.1534700533592968,0.2487175023567647,0.5910877735332737
FBgn0000567,261.16609944249683,-1.2298197089944114,0.165824905292461,-7.4163751628587455,1.203692300035423e-13,9.66966147695123e-12
FBgn0000568,3629.028402787969,-0.23951124549221625,0.2785548892639535,-0.859835008192083,0.3898799984618418,0.7151596933248198
FBgn0000575,1422.1418637642132,0.33230609432319014,0.14146153210443532,2.349091582564382,0.018819277344511227,0.11616878856778808
FBgn0000578,5449.247272430404,-0.33377140317843684,0.10489219987803851,-3.1820421686886484,0.0014624052442437422,0.015472960852510619
FBgn0000579,8746.979509536439,0.4122383159782527,0.08643258145884601,4.7694782340214585,1.8470369805415735e-6,4.797872108736135e-5
FBgn0000581,3447.322504484851,-0.1673931816694789,0.10963642188896237,-1.5268026700015023,0.12681008747624795,0.4050825916582943
FBgn0000588,339.9175908293156,-0.21395925438690064,0.1429104910568697,-1.4971556867840992,0.13435275271568625,0.42046499964338463
FBgn0000592,3.2349092672512527,-0.03327298718998982,1.1280670307955043,-0.029495576310324362,0.9764693470011012,NA
FBgn0000594,21.5045856909336,-0.3966633135581054,0.4692044161135696,-0.8453955247132503,0.39789004236106823,0.7182453901474656
FBgn0000611,1381.0164861107096,-0.18064227079159575,0.09681511269855025,-1.8658478594561483,0.062062654215067965,0.2576937950430685
FBgn0000615,382.43115798951857,0.013003161776477482,0.16057127368913546,0.0809806229827353,0.935457362505647,0.9765427695444825
FBgn0000617,819.3542056993386,0.013488920523432405,0.12265137672780366,0.1099777343173892,0.912427033224917,0.9702367058142943
FBgn0000618,151.70890692837543,0.3074361123318633,0.19388282564821693,1.5856799657421883,0.11281192608100285,0.3783364014993354
FBgn0000629,1117.2916789567514,-0.17317264911760216,0.11003051053734268,-1.5738602708639617,0.11551975651914359,0.382391990675349
FBgn0000630,20.76864422861008,-0.16081679450347566,0.45609065463145276,-0.3525983110384597,0.7243896039673118,0.9044032810166448
FBgn0000633,24.66321936584313,1.036003482994238,0.40653456695547363,2.5483773514091066,0.010822533480773878,0.07609100525056253
FBgn0000634,352.2810386950328,0.40750869523608124,0.14029447673168827,2.904666703418677,0.0036764436448101763,0.033156782809119635
FBgn0000635,153.58198292956249,0.40703312572244793,0.2642467637995649,1.5403523580375371,0.12347448766469812,0.39868427799736544
FBgn0000636,50.05256790558368,-0.28486457811925203,0.2886344164982621,-0.986939054514891,0.32367251694398064,0.6646094052591941
FBgn0000640,1.0675308476308938,0.6769262605795119,2.15086174468919,0.31472327882112716,0.7529717678446559,NA
FBgn0000644,6.039876305877361,-1.023243989489733,0.8187138235304616,-1.2498188745333447,0.21136571962564607,0.5454734964119435
FBgn0000658,3.953571414644529,0.7903108271771421,0.9578522385785713,0.8250863706806632,0.40932255694666575,NA
FBgn0000659,2.169006051865896,1.3143837814749486,1.3325337546400677,0.9863793520412384,0.32394699348617056,NA
FBgn0000662,1176.9473653476616,-0.12549746985394997,0.10259897347713379,-1.2231844588768674,0.22126003409201195,0.5578762149904957
FBgn0000667,1500.4161165291478,-0.1761767137184041,0.09578623315855628,-1.8392696727803917,0.0658755313702984,0.2677804766452555
FBgn0000709,2264.6774144382607,-0.1798547636037775,0.10200030257523555,-1.763276765489165,0.0778538220372672,0.3016792139327067
FBgn0000711,1054.1440524596705,0.08175709833795695,0.1036026372913349,0.7891410921138292,0.4300295471822126,0.7445339561104062
FBgn0000719,2103.355330486913,-0.13163616722495744,0.10729557306354956,-1.2268555306283822,0.21987689504945473,0.5569786690362246
FBgn0000721,930.3388342051985,0.074597379107118,0.10769986753706652,0.6926413264291545,0.4885346686957569,0.7904418540657682
FBgn0000723,2013.8107083793286,-0.10754662332959648,0.09539224202099758,-1.1274147776705312,0.2595671539423892,0.6035927707328246
FBgn0000808,130.69868529756332,-0.03019986868842588,0.19659615284189585,-0.15361373176367724,0.8779143090755849,0.9593993582216427
FBgn0000810,291.9094886027422,0.050612219469437635,0.163831615162688,0.3089282823658835,0.7573760821767541,0.9165436241850198
FBgn0000826,125.66512319241369,0.5360808596417752,0.1956326433507045,2.740242377039091,0.006139389120435122,0.04950310409748617
FBgn0000927,33.96507080242456,0.20655781185237532,0.34112307298398764,0.6055228397349457,0.5448316536412474,0.825814015896482
FBgn0000928,677.5763109693924,0.44577082508945615,0.12294183145301936,3.625867776825838,2.8799269512110205e-4,0.004004206126395323
FBgn0000986,2374.6229016834163,0.052071695275262966,0.11228191563205628,0.46375852230647724,0.6428207633075163,0.8694343272266061
FBgn0000996,1207.3060965045004,-0.21722692010948377,0.10327040109328241,-2.1034770641906038,0.03542408814969303,0.17842094743739983
FBgn0001075,44.38330819855693,-0.032306335422091596,0.31373869253546405,-0.10297211083851186,0.9179851055925885,0.9706860470012425
FBgn0001078,1144.9134318516446,-0.0482461287551431,0.12627112163935544,-0.3820836318611272,0.7023993323333744,0.8963107232422939
FBgn0001079,376.7290495821725,-0.04076936031358493,0.13365758980769205,-0.30502839660841047,0.760344524908785,0.9172406672261606
FBgn0001083,189.87457982799796,0.05143159356492675,0.1902645563436371,0.27031620893192565,0.786916996453772,0.9254835110794261
FBgn0001084,68.62776022888622,0.38029703532140596,0.24533290685502251,1.550126479959492,0.12111116151260953,0.39413369740562654
FBgn0001085,9.944525135254086,0.6508331831721571,0.6508700013051526,0.999943432432096,0.3173378840279737,0.6600871450076
FBgn0001086,1137.3500262607256,0.015767338810751704,0.10264922825055144,0.15360406580228722,0.877921930942788,0.9593993582216427
FBgn0001087,1704.3641218576263,0.053977396335975474,0.0926293948975897,0.5827242679891458,0.5600789336552093,0.8316304886988595
FBgn0001089,51.924418941942676,0.10258141223568755,0.28358526172673987,0.36173040732467276,0.7175535018826729,0.9014654822721612
FBgn0001090,41.43911774365026,0.601017305425009,0.3156730000103969,1.9039236976403242,0.05692012229559219,0.24303099460460525
FBgn0001091,4323.2571733129535,0.6335642697607522,0.10661985395976659,5.942272909132197,2.810969204861886e-9,1.1035280009674989e-7
FBgn0001092,9127.847144334994,0.33118362748438646,0.12228114652909107,2.7083784940272606,0.006761286484857609,0.053376634706664795
FBgn0001098,495.61160300519725,-0.31064154438901914,0.12451520617514289,-2.4948080955836933,0.012602526701175287,0.08555518126713364
FBgn0001104,6854.397800901607,0.08045944893444108,0.08510115277222188,0.9454566279471609,0.3444258035865716,0.6831820466202778
FBgn0001105,4157.635518903163,0.06629111154921172,0.09475624976676823,0.6995961924662465,0.484179521065528,0.7868030576446003
FBgn0001108,2258.0758195129297,-0.17170400490224813,0.09307492823345885,-1.8447933096608444,0.06506761103417097,0.26579696297240485
FBgn0001114,39028.73330483008,-0.5602606764376702,0.10069703537290153,-5.5638249364830985,2.6392472287913305e-8,9.050635951380864e-7
FBgn0001120,1.7833485356309586,0.9909534358546664,1.459635042359447,0.6789049365743002,0.4971980976205317,NA
FBgn0001122,996.3151955129719,0.7306707801793266,0.12577957891942154,5.809136796740415,6.279576519211782e-9,2.3585110770857758e-7
FBgn0001123,921.2879353206273,0.030833743238326834,0.14073586165556756,0.21908945506574826,0.8265803648776238,0.9396508086515744
FBgn0001124,1265.4904854148779,0.651526811193794,0.09725998743289128,6.698816526614739,2.1011419658991396e-11,1.1837342659831777e-9
FBgn0001125,2413.149920467656,-0.19830490385466218,0.10778930009064179,-1.839745723257358,0.06580557734275008,0.2676648799932957
FBgn0001128,269.14588111133673,-0.3684596912941215,0.14446562260028972,-2.550500836545611,0.010756826591215518,0.07575180804008591
FBgn0001133,485.0680790719186,-0.11081275763408502,0.13238653259134286,-0.8370395044346934,0.40257036297070564,0.7233830464211687
FBgn0001134,8.430387899506197,-0.43241250321604,0.7136844327499408,-0.6058875370867839,0.5445894358966196,0.825814015896482
FBgn0001137,494.0303460746718,-1.2286112216722633,0.14354604034770638,-8.559004614103202,1.1384616127020648e-17,1.4110418502575877e-15
FBgn0001139,3996.244467524149,-0.1656923612324713,0.11068141831409814,-1.4970205817408295,0.13438790272142756,0.42046499964338463
FBgn0001142,372.96915540486617,0.052364745484450644,0.3625505197207571,0.144434341246519,0.885157500709554,0.9615508996800765
FBgn0001145,423.38684832149187,0.1265733840421825,0.18710902090936773,0.6764686353817884,0.49874315308359474,0.7966441838233941
FBgn0001149,2032.1581720365841,-0.08884280007736547,0.09795864633095672,-0.9069418923696329,0.3644375262498897,0.6975643142288408
FBgn0001150,44.57098759370474,-0.3459323924946639,0.30504163569484827,-1.134049755885525,0.25677367762208525,0.599668486419707
FBgn0001168,2834.7107011526964,0.07498885971964195,0.29503425047890985,0.254170014491258,0.7993642150331686,0.9307856569088405
